"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"AUS","Oceania","Australia","2020-03-01","27.0","2.0","1.714","1.0","1.0","0.143","1.059","0.078","0.067","0.039","0.039","0.006","","","","","","","","","","19.44","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"CHN","Asia","China","2020-03-01","79932.0","576.0","415.714","2872.0","35.0","61.0","55.534","0.4","0.289","1.995","0.024","0.042","","","","","","","","","","81.02","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
"FRA","Europe","France","2020-03-01","130.0","30.0","16.857","2.0","0.0","0.143","1.908","0.44","0.247","0.029","0.0","0.002","","","","","","","","","","34.72","68147687.0","122.578","42.0","19.718","13.079","38605.671","","86.06","4.77","30.1","35.6","","","82.66"
"IRN","Asia","Iran","2020-03-01","978.0","385.0","133.571","54.0","11.0","6.571","11.644","4.584","1.59","0.643","0.131","0.078","","","","","","","","","","20.37","83992953.0","49.831","32.4","5.44","3.182","19082.62","0.2","270.308","9.59","0.8","21.1","","","76.68"
"ITA","Europe","Italy","2020-03-01","1694.0","566.0","219.857","34.0","5.0","4.429","28.018","9.361","3.636","0.562","0.083","0.073","2466.0","21127.0","0.349","0.041","","","","","tests performed","69.91","60461828.0","205.859","47.9","23.021","16.24","35220.084","2.0","113.151","4.78","19.8","27.8","","","83.51"
"JPN","Asia","Japan","2020-03-01","259.0","14.0","15.714","6.0","0.0","0.571","2.048","0.111","0.124","0.047","0.0","0.005","96.0","1656.0","0.013","0.001","124.0","0.001","7.9","0.127","people tested","34.26","126476458.0","347.778","48.2","27.049","18.493","39002.223","","79.37","5.72","11.2","33.7","","","84.63"
"PHL","Asia","Philippines","2020-03-01","3.0","0.0","0.0","1.0","0.0","0.0","0.027","0.0","0.0","0.009","0.0","0.0","","","","","","","","","","25.0","109581085.0","351.873","25.2","4.803","2.661","7599.188","","370.437","7.07","7.8","40.8","78.463","","71.23"
"KOR","Asia","South Korea","2020-03-01","3736.0","586.0","447.714","17.0","1.0","1.571","72.87","11.43","8.733","0.332","0.02","0.031","11292.0","96985.0","1.892","0.22","10622.0","0.207","23.7","0.042","people tested","55.56","51269183.0","527.967","43.4","13.914","8.622","35938.374","0.2","85.998","6.8","6.2","40.9","","","83.03"
"TWN","Asia","Taiwan","2020-03-01","40.0","1.0","1.714","1.0","0.0","0.0","1.679","0.042","0.072","0.042","0.0","0.0","430.0","11259.0","0.473","0.018","523.0","0.022","305.1","0.003","people tested","23.15","23816775.0","","42.2","","8.353","","","103.957","","","","","","80.46"
"THA","Asia","Thailand","2020-03-01","42.0","0.0","1.0","1.0","1.0","0.143","0.602","0.0","0.014","0.014","0.014","0.002","621.0","9709.0","0.139","0.009","784.0","0.011","250.0","0.004","tests performed","0.0","69799978.0","135.132","40.1","11.373","6.89","16277.671","0.1","109.861","7.04","1.9","38.8","90.67","","77.15"
"USA","North America","United States","2020-03-01","32.0","7.0","2.286","1.0","0.0","0.143","0.097","0.021","0.007","0.003","0.0","0.0","372.0","372.0","0.001","0.001","","","","","tests performed","8.33","331002647.0","35.608","38.3","15.413","9.732","54225.446","1.2","151.089","10.79","19.1","24.6","","","78.86"
"USA","North America","United States","2020-03-02","55.0","23.0","5.571","6.0","5.0","0.857","0.166","0.069","0.017","0.018","0.015","0.003","521.0","893.0","0.003","0.002","","","","","tests performed","11.11","331002647.0","35.608","38.3","15.413","9.732","54225.446","1.2","151.089","10.79","19.1","24.6","","","78.86"
"THA","Asia","Thailand","2020-03-02","43.0","1.0","1.143","1.0","0.0","0.143","0.616","0.014","0.016","0.014","0.0","0.002","751.0","10460.0","0.15","0.011","842.0","0.012","333.3","0.003","tests performed","0.0","69799978.0","135.132","40.1","11.373","6.89","16277.671","0.1","109.861","7.04","1.9","38.8","90.67","","77.15"
"TWN","Asia","Taiwan","2020-03-02","41.0","1.0","1.571","1.0","0.0","0.0","1.721","0.042","0.066","0.042","0.0","0.0","600.0","11859.0","0.498","0.025","509.0","0.021","324.0","0.003","people tested","23.15","23816775.0","","42.2","","8.353","","","103.957","","","","","","80.46"
"KOR","Asia","South Korea","2020-03-02","4335.0","599.0","500.286","28.0","11.0","2.857","84.554","11.683","9.758","0.546","0.215","0.056","12606.0","109591.0","2.138","0.246","11568.0","0.226","23.1","0.043","people tested","55.56","51269183.0","527.967","43.4","13.914","8.622","35938.374","0.2","85.998","6.8","6.2","40.9","","","83.03"
"PHL","Asia","Philippines","2020-03-02","3.0","0.0","0.0","1.0","0.0","0.0","0.027","0.0","0.0","0.009","0.0","0.0","","","","","","","","","","25.0","109581085.0","351.873","25.2","4.803","2.661","7599.188","","370.437","7.07","7.8","40.8","78.463","","71.23"
"JPN","Asia","Japan","2020-03-02","278.0","19.0","16.857","6.0","0.0","0.571","2.198","0.15","0.133","0.047","0.0","0.005","71.0","1727.0","0.014","0.001","120.0","0.001","7.1","0.14","people tested","43.52","126476458.0","347.778","48.2","27.049","18.493","39002.223","","79.37","5.72","11.2","33.7","","","84.63"
"ITA","Europe","Italy","2020-03-02","2036.0","342.0","258.143","52.0","18.0","6.429","33.674","5.656","4.27","0.86","0.298","0.106","2218.0","23345.0","0.386","0.037","2717.0","0.045","10.5","0.095","tests performed","69.91","60461828.0","205.859","47.9","23.021","16.24","35220.084","2.0","113.151","4.78","19.8","27.8","","","83.51"
"FRA","Europe","France","2020-03-02","191.0","61.0","25.571","3.0","1.0","0.286","2.803","0.895","0.375","0.044","0.015","0.004","","","","","","","","","","43.98","68147687.0","122.578","42.0","19.718","13.079","38605.671","","86.06","4.77","30.1","35.6","","","82.66"
"IRN","Asia","Iran","2020-03-02","1501.0","523.0","205.714","66.0","12.0","7.714","17.871","6.227","2.449","0.786","0.143","0.092","","","","","","","","","","20.37","83992953.0","49.831","32.4","5.44","3.182","19082.62","0.2","270.308","9.59","0.8","21.1","","","76.68"
"CHN","Asia","China","2020-03-02","80136.0","204.0","413.571","2914.0","42.0","45.571","55.676","0.142","0.287","2.025","0.029","0.032","","","","","","","","","","81.02","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
"AUS","Oceania","Australia","2020-03-02","30.0","3.0","2.143","1.0","0.0","0.143","1.176","0.118","0.084","0.039","0.0","0.006","","","","","","","","","","19.44","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"AUS","Oceania","Australia","2020-03-03","39.0","9.0","3.429","1.0","0.0","0.143","1.529","0.353","0.134","0.039","0.0","0.006","","","","","","","","","","19.44","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"CHN","Asia","China","2020-03-03","80261.0","125.0","358.143","2947.0","33.0","40.286","55.763","0.087","0.249","2.047","0.023","0.028","","","","","","","","","","81.02","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
"FRA","Europe","France","2020-03-03","212.0","21.0","28.286","4.0","1.0","0.429","3.111","0.308","0.415","0.059","0.015","0.006","","","","","","","","","","43.98","68147687.0","122.578","42.0","19.718","13.079","38605.671","","86.06","4.77","30.1","35.6","","","82.66"
"ITA","Europe","Italy","2020-03-03","2502.0","466.0","311.429","79.0","27.0","9.857","41.381","7.707","5.151","1.307","0.447","0.163","2511.0","25856.0","0.428","0.042","2462.0","0.041","7.9","0.126","tests performed","69.91","60461828.0","205.859","47.9","23.021","16.24","35220.084","2.0","113.151","4.78","19.8","27.8","","","83.51"
"JPN","Asia","Japan","2020-03-03","298.0","20.0","17.857","6.0","0.0","0.429","2.356","0.158","0.141","0.047","0.0","0.003","153.0","1880.0","0.015","0.001","135.0","0.001","7.6","0.132","people tested","43.52","126476458.0","347.778","48.2","27.049","18.493","39002.223","","79.37","5.72","11.2","33.7","","","84.63"
"IRN","Asia","Iran","2020-03-03","2336.0","835.0","320.143","77.0","11.0","8.714","27.812","9.941","3.812","0.917","0.131","0.104","","","","","","","","","","20.37","83992953.0","49.831","32.4","5.44","3.182","19082.62","0.2","270.308","9.59","0.8","21.1","","","76.68"
"PHL","Asia","Philippines","2020-03-03","3.0","0.0","0.0","1.0","0.0","0.0","0.027","0.0","0.0","0.009","0.0","0.0","","","","","","","","","","25.0","109581085.0","351.873","25.2","4.803","2.661","7599.188","","370.437","7.07","7.8","40.8","78.463","","71.23"
"SMR","Europe","San Marino","2020-03-03","10.0","2.0","1.429","1.0","1.0","0.143","294.655","58.931","42.094","29.465","29.465","4.209","","","","","","","","","","33.33","33938.0","556.667","","","","56861.47","","","5.64","","","","","84.97"
"KOR","Asia","South Korea","2020-03-03","5186.0","851.0","601.286","28.0","0.0","2.571","101.152","16.599","11.728","0.546","0.0","0.05","16260.0","125851.0","2.455","0.317","12734.0","0.248","21.2","0.047","people tested","55.56","51269183.0","527.967","43.4","13.914","8.622","35938.374","0.2","85.998","6.8","6.2","40.9","","","83.03"
"ESP","Europe","Spain","2020-03-03","165.0","45.0","22.714","1.0","1.0","0.143","3.529","0.962","0.486","0.021","0.021","0.003","","","","","","","","","","11.11","46754783.0","93.105","45.5","19.436","13.799","34272.36","1.0","99.403","7.17","27.4","31.4","","","83.56"
"TWN","Asia","Taiwan","2020-03-03","42.0","1.0","1.571","1.0","0.0","0.0","1.763","0.042","0.066","0.042","0.0","0.0","506.0","12365.0","0.519","0.021","494.0","0.021","314.4","0.003","people tested","23.15","23816775.0","","42.2","","8.353","","","103.957","","","","","","80.46"
"THA","Asia","Thailand","2020-03-03","43.0","0.0","0.857","1.0","0.0","0.143","0.616","0.0","0.012","0.014","0.0","0.002","716.0","11176.0","0.16","0.01","874.0","0.013","333.3","0.003","tests performed","0.0","69799978.0","135.132","40.1","11.373","6.89","16277.671","0.1","109.861","7.04","1.9","38.8","90.67","","77.15"
"USA","North America","United States","2020-03-03","74.0","19.0","8.286","7.0","1.0","1.0","0.224","0.057","0.025","0.021","0.003","0.003","910.0","1803.0","0.005","0.003","","","","","tests performed","11.11","331002647.0","35.608","38.3","15.413","9.732","54225.446","1.2","151.089","10.79","19.1","24.6","","","78.86"
"USA","North America","United States","2020-03-04","107.0","33.0","13.0","11.0","4.0","1.571","0.323","0.1","0.039","0.033","0.012","0.005","898.0","2701.0","0.008","0.003","","","","","tests performed","11.11","331002647.0","35.608","38.3","15.413","9.732","54225.446","1.2","151.089","10.79","19.1","24.6","","","78.86"
"THA","Asia","Thailand","2020-03-04","43.0","0.0","0.429","1.0","0.0","0.143","0.616","0.0","0.006","0.014","0.0","0.002","632.0","11808.0","0.169","0.009","861.0","0.012","333.3","0.003","tests performed","0.0","69799978.0","135.132","40.1","11.373","6.89","16277.671","0.1","109.861","7.04","1.9","38.8","90.67","","77.15"
"TWN","Asia","Taiwan","2020-03-04","42.0","0.0","1.429","1.0","0.0","0.0","1.763","0.0","0.06","0.042","0.0","0.0","485.0","12850.0","0.54","0.02","489.0","0.021","342.2","0.003","people tested","23.15","23816775.0","","42.2","","8.353","","","103.957","","","","","","80.46"
"ESP","Europe","Spain","2020-03-04","222.0","57.0","29.857","2.0","1.0","0.286","4.748","1.219","0.639","0.043","0.021","0.006","","","","","","","","","","11.11","46754783.0","93.105","45.5","19.436","13.799","34272.36","1.0","99.403","7.17","27.4","31.4","","","83.56"
"KOR","Asia","South Korea","2020-03-04","5621.0","435.0","622.857","35.0","7.0","3.286","109.637","8.485","12.149","0.683","0.137","0.064","10856.0","136707.0","2.666","0.212","12940.0","0.252","20.8","0.048","people tested","55.56","51269183.0","527.967","43.4","13.914","8.622","35938.374","0.2","85.998","6.8","6.2","40.9","","","83.03"
"SMR","Europe","San Marino","2020-03-04","16.0","6.0","2.286","1.0","0.0","0.143","471.448","176.793","67.35","29.465","0.0","4.209","","","","","","","","","","33.33","33938.0","556.667","","","","56861.47","","","5.64","","","","","84.97"
"PHL","Asia","Philippines","2020-03-04","3.0","0.0","0.0","1.0","0.0","0.0","0.027","0.0","0.0","0.009","0.0","0.0","","","","","","","","","","25.0","109581085.0","351.873","25.2","4.803","2.661","7599.188","","370.437","7.07","7.8","40.8","78.463","","71.23"
"IRN","Asia","Iran","2020-03-04","2922.0","586.0","397.571","92.0","15.0","10.429","34.789","6.977","4.733","1.095","0.179","0.124","","","","","","","","","","20.37","83992953.0","49.831","32.4","5.44","3.182","19082.62","0.2","270.308","9.59","0.8","21.1","","","76.68"
"IRQ","Asia","Iraq","2020-03-04","35.0","3.0","4.286","2.0","2.0","0.286","0.87","0.075","0.107","0.05","0.05","0.007","","","","","","","","","","52.78","40222503.0","88.125","20.0","3.186","1.957","15663.986","2.5","218.612","8.83","","","94.576","","70.6"
"JPN","Asia","Japan","2020-03-04","333.0","35.0","20.143","7.0","1.0","0.571","2.633","0.277","0.159","0.055","0.008","0.005","3940.0","5820.0","0.046","0.031","674.0","0.005","33.5","0.03","people tested","43.52","126476458.0","347.778","48.2","27.049","18.493","39002.223","","79.37","5.72","11.2","33.7","","","84.63"
