"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"LVA","Europe","Latvia","12/1/2021 12:00:00 AM","","","","","","","","","","","","","11794.000","5295135.000","2836.273","6.317","9424.000","5.048","","","tests performed","","1866934.000","31.212","43.900","19.754","14.136","25063.846","0.700","350.060","4.910","25.600","51.000","","","75.290"
"SXM","North America","Sint Maarten (Dutch part)","12/1/2021 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","43421.000","1209.088","","","","36327.232","","","","","","","","78.950"
"BHR","Asia","Bahrain","12/1/2021 12:00:00 AM","","","","","","","","","","","","","19876.000","7421582.000","4245.040","11.369","17452.000","9.982","","","units unclear","","1748295.000","1935.907","32.400","2.372","1.387","43290.705","","151.689","16.520","5.800","37.600","","","77.290"
"VGB","North America","British Virgin Islands","12/1/2021 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","30423.000","207.973","","","","","","","13.670","","","","","79.070"
"UKR","Europe","Ukraine","12/1/2021 12:00:00 AM","","","","","","","","","","","","","48076.000","15917165.000","366.191","1.106","38387.000","0.883","","","tests performed","","43466822.000","77.390","41.400","16.462","11.133","7894.393","0.100","539.849","7.110","13.500","47.400","","","72.060"
"CYM","North America","Cayman Islands","12/1/2021 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","66498.000","256.496","","","","49903.029","","","13.220","","","","","83.920"
"PAK","Asia","Pakistan","12/1/2021 12:00:00 AM","","","","","","","","","","","","","42381.000","22028156.000","97.816","0.188","38926.000","0.173","","","tests performed","","225199929.000","255.573","23.500","4.495","2.780","5034.708","4.000","423.031","8.350","2.800","36.700","59.607","","67.270"
"GRL","North America","Greenland","12/1/2021 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","56868.000","0.137","","","","","","199.941","2.160","","","","","71.700"
"URY","South America","Uruguay","12/1/2021 12:00:00 AM","","","","","","","","","","","","","9763.000","4114672.000","1180.629","2.801","9338.000","2.679","","","people tested","","3485152.000","19.751","35.600","14.655","10.361","20551.409","0.100","160.708","6.930","14.000","19.900","","","77.910"
"SEN","Africa","Senegal","12/1/2021 12:00:00 AM","","","","","","","","","","","","","1229.000","890047.000","51.758","0.071","1184.000","0.069","","","tests performed","","17196308.000","82.328","18.700","3.008","1.796","2470.580","38.000","241.219","2.420","0.400","16.600","20.859","","67.940"
