"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"AFG","Asia","Afghanistan","2020-12-01","46516.0","242.0","191.714","1822.0","27.0","15.286","1194.913","6.217","4.925","46.804","0.694","0.393","","","","","","","","","","12.04","38928341.0","54.422","18.6","2.581","1.337","1803.987","","597.029","9.59","","","37.746","","64.83"
"ALB","Europe","Albania","2020-12-01","39014.0","832.0","673.429","822.0","12.0","12.429","13556.884","289.11","234.008","285.635","4.17","4.319","1702.0","178840.0","62.145","0.591","1781.0","0.619","2.6","0.378","tests performed","65.74","2877800.0","104.871","38.0","13.188","8.643","11803.431","1.1","304.195","10.08","7.1","51.2","","","78.57"
"DZA","Africa","Algeria","2020-12-01","84152.0","953.0","1021.714","2447.0","16.0","19.714","1919.042","21.733","23.3","55.803","0.365","0.45","","","","","","","","","","72.22","43851043.0","17.348","29.1","6.211","3.857","13913.839","0.5","278.364","6.73","0.7","30.4","83.741","","76.88"
"AND","Europe","Andorra","2020-12-01","6790.0","45.0","62.714","76.0","0.0","0.0","87879.376","582.411","811.678","983.628","0.0","0.0","","","","","","","","","","55.56","77265.0","163.755","","","","","","109.135","7.97","29.0","37.8","","","83.73"
"AGO","Africa","Angola","2020-12-01","15251.0","112.0","72.714","350.0","2.0","1.714","464.032","3.408","2.212","10.649","0.061","0.052","","","","","","","","","","57.41","32866268.0","23.89","16.8","2.405","1.362","5819.495","","276.045","3.94","","","26.664","","61.15"
"ATG","North America","Antigua and Barbuda","2020-12-01","142.0","1.0","0.429","4.0","0.0","0.0","1450.045","10.212","4.376","40.846","0.0","0.0","","","","","","","","","","","97928.0","231.845","32.1","6.933","4.631","21490.943","","191.511","13.17","","","","","77.02"
"ARG","South America","Argentina","2020-12-01","1432570.0","8037.0","7253.571","38928.0","198.0","213.714","31696.988","177.826","160.492","861.319","4.381","4.729","23520.0","3754484.0","83.072","0.52","19412.0","0.43","5.3","0.189","tests performed","79.17","45195777.0","16.177","31.9","11.198","7.441","18933.907","0.6","191.032","5.5","16.2","27.7","","","76.67"
"ARM","Asia","Armenia","2020-12-01","135967.0","843.0","1206.429","2193.0","29.0","27.286","45884.665","284.486","407.132","740.07","9.787","9.208","","","","","3329.0","1.123","2.8","0.362","tests performed","","2963234.0","102.931","35.7","11.232","7.571","8787.58","1.8","341.01","7.11","1.5","52.1","94.043","","75.09"
"AUS","Oceania","Australia","2020-12-01","27923.0","11.0","10.0","908.0","0.0","0.143","1095.025","0.431","0.392","35.608","0.0","0.006","28191.0","10024434.0","393.117","1.106","35529.0","1.393","3552.9","0.0","tests performed","62.5","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"AUT","Europe","Austria","2020-12-01","285489.0","3033.0","4397.0","3325.0","141.0","106.857","31698.459","336.761","488.208","369.182","15.656","11.865","23192.0","3121510.0","346.588","2.575","27369.0","3.039","6.2","0.161","tests performed","82.41","9006400.0","106.749","44.4","19.202","13.748","45436.686","0.7","145.183","6.35","28.4","30.9","","","81.54"
"AZE","Asia","Azerbaijan","2020-12-01","125602.0","4426.0","3810.714","1433.0","41.0","34.143","12387.793","436.525","375.841","141.333","4.044","3.367","","","","","","","","","","69.91","10139175.0","119.309","32.4","6.018","3.871","15847.419","","559.812","7.11","0.3","42.5","83.241","","73.0"
"BHR","Asia","Bahrain","2020-12-01","87137.0","181.0","160.143","341.0","0.0","0.143","51209.374","106.372","94.114","200.402","0.0","0.084","10234.0","2053974.0","1207.096","6.014","10104.0","5.938","63.1","0.016","units unclear","54.63","1701583.0","1935.907","32.4","2.372","1.387","43290.705","","151.689","16.52","5.8","37.6","","","77.29"
"BEN","Africa","Benin","2020-12-01","3015.0","0.0","14.143","43.0","0.0","0.0","248.697","0.0","1.167","3.547","0.0","0.0","","","","","","","","","","40.74","12123198.0","99.11","18.8","3.244","1.942","2064.236","49.6","235.848","0.99","0.6","12.3","11.035","","61.77"
"BGD","Asia","Bangladesh","2020-12-01","467225.0","2293.0","2176.429","6675.0","31.0","32.429","2837.007","13.923","13.215","40.531","0.188","0.197","15501.0","2786029.0","16.917","0.094","15436.0","0.094","7.1","0.141","tests performed","80.09","164689383.0","1265.036","27.5","5.098","3.262","3523.984","14.8","298.003","8.38","1.0","44.7","34.808","","72.59"
"BRB","North America","Barbados","2020-12-01","278.0","2.0","2.286","7.0","0.0","0.0","967.391","6.96","7.954","24.359","0.0","0.0","","","","","","","","","","40.74","287371.0","664.463","39.8","14.952","9.473","16978.068","","170.05","13.57","1.9","14.5","88.469","","79.19"
"BLR","Europe","Belarus","2020-12-01","138219.0","1572.0","1609.429","1166.0","8.0","7.714","14627.4","166.361","170.322","123.395","0.847","0.816","","","","","24455.0","2.588","15.2","0.066","tests performed","22.22","9449321.0","46.858","40.3","14.799","9.788","17167.967","","443.129","5.18","10.5","46.1","","","74.79"
"BEL","Europe","Belgium","2020-12-01","579212.0","1867.0","2487.0","16786.0","141.0","121.143","49976.807","161.092","214.589","1448.366","12.166","10.453","44351.0","5976540.0","515.681","3.827","29766.0","2.568","11.1","0.09","tests performed","60.19","11589616.0","375.564","41.8","18.571","12.849","42658.576","0.2","114.898","4.29","25.1","31.4","","","81.63"
"BLZ","North America","Belize","2020-12-01","5854.0","0.0","74.143","148.0","0.0","3.286","14722.562","0.0","186.466","372.214","0.0","8.263","","","","","","","","","","72.22","397621.0","16.426","25.0","3.853","2.279","7824.362","","176.957","17.11","","","90.083","","74.62"
"BWA","Africa","Botswana","2020-12-01","10742.0","0.0","107.143","34.0","0.0","0.429","4567.905","0.0","45.561","14.458","0.0","0.182","","","","","","","","","","50.93","2351625.0","4.044","25.8","3.941","2.242","15807.374","","237.372","4.81","5.7","34.4","","","69.59"
"BOL","South America","Bolivia","2020-12-01","144810.0","102.0","94.714","8963.0","6.0","5.0","12405.52","8.738","8.114","767.838","0.514","0.428","1578.0","361661.0","30.983","0.135","1093.0","0.094","11.5","0.087","tests performed","47.22","11673029.0","10.202","25.4","6.704","4.393","6885.829","7.1","204.299","6.89","","","25.383","","71.51"
"BHS","North America","Bahamas","2020-12-01","7543.0","2.0","11.857","163.0","0.0","0.0","19181.28","5.086","30.152","414.497","0.0","0.0","","","","","","","","","","68.98","393248.0","39.497","34.3","8.996","5.2","27717.847","","235.954","13.17","3.1","20.4","","","73.92"
"BIH","Europe","Bosnia and Herzegovina","2020-12-01","89085.0","1184.0","1049.429","2727.0","46.0","47.571","27153.314","360.886","319.868","831.196","14.021","14.5","3428.0","421535.0","128.485","1.045","2828.0","0.862","2.7","0.371","tests performed","50.0","3280815.0","68.496","42.5","16.569","10.711","11713.895","0.2","329.635","10.08","30.2","47.7","97.164","","77.4"
"BRA","South America","Brazil","2020-12-01","6386787.0","50909.0","38297.0","173817.0","697.0","528.857","30047.068","239.505","180.171","817.734","3.279","2.488","","","","","","","","","","60.65","212559409.0","25.04","33.5","8.552","5.06","14103.452","3.4","177.961","8.11","10.1","17.9","","","75.88"
"BRN","Asia","Brunei","2020-12-01","151.0","1.0","0.143","3.0","0.0","0.0","345.156","2.286","0.327","6.857","0.0","0.0","","","","","","","","","","35.19","437483.0","81.347","32.4","4.591","2.382","71809.251","","201.285","12.79","2.0","30.9","","","75.86"
"BGR","Europe","Bulgaria","2020-12-01","148775.0","3475.0","2775.286","4188.0","153.0","137.429","21411.265","500.112","399.411","602.725","22.019","19.778","6825.0","973251.0","140.067","0.982","7326.0","1.054","2.6","0.379","tests performed","53.7","6948445.0","65.18","44.7","20.801","13.272","18563.307","1.5","424.688","5.81","30.1","44.4","","","75.05"
"BFA","Africa","Burkina Faso","2020-12-01","2931.0","45.0","24.857","68.0","0.0","0.0","140.217","2.153","1.189","3.253","0.0","0.0","","","","","","","","","","13.89","20903278.0","70.151","17.6","2.409","1.358","1703.102","43.7","269.048","2.42","1.6","23.9","11.877","","61.58"
"BDI","Africa","Burundi","2020-12-01","689.0","1.0","2.286","1.0","0.0","0.0","57.944","0.084","0.192","0.084","0.0","0.0","","","","","","","","","","14.81","11890781.0","423.062","17.5","2.562","1.504","702.225","71.7","293.068","6.05","","","6.144","","61.58"
"CMR","Africa","Cameroon","2020-12-01","24487.0","42.0","88.286","441.0","4.0","0.714","922.441","1.582","3.326","16.613","0.151","0.027","","","","","","","","","","31.48","26545864.0","50.885","18.8","3.165","1.919","3364.926","23.8","244.661","7.2","","","2.735","","59.29"
"CAN","North America","Canada","2020-12-01","387052.0","5495.0","5862.714","12317.0","78.0","79.286","10255.164","145.593","155.336","326.346","2.067","2.101","103482.0","14381174.0","381.037","2.742","113959.0","3.019","19.4","0.051","tests performed","67.13","37742157.0","4.037","41.4","16.984","10.797","44017.591","0.5","105.599","7.37","12.0","16.6","","","82.43"
"CPV","Africa","Cape Verde","2020-12-01","10816.0","55.0","59.429","106.0","1.0","0.286","19453.657","98.923","106.888","190.652","1.799","0.514","498.0","","","0.896","361.0","0.649","6.1","0.165","tests performed","71.3","555988.0","135.58","25.7","4.46","3.437","6222.554","","182.219","2.42","2.1","16.5","","","72.98"
"CAF","Africa","Central African Republic","2020-12-01","4918.0","5.0","1.0","63.0","0.0","0.0","1018.269","1.035","0.207","13.044","0.0","0.0","","","","","","","","","","20.37","4829764.0","7.479","18.3","3.655","2.251","661.24","","435.727","6.1","","","16.603","","53.28"
"TCD","Africa","Chad","2020-12-01","1700.0","12.0","7.286","102.0","1.0","0.143","103.495","0.731","0.444","6.21","0.061","0.009","","","","","","","","","","70.37","16425859.0","11.833","16.7","2.486","1.446","1768.153","38.4","280.995","6.1","","","5.818","","54.24"
"CHL","South America","Chile","2020-12-01","552864.0","1121.0","1396.714","15430.0","20.0","42.714","28921.215","58.641","73.064","807.168","1.046","2.234","23680.0","5357133.0","280.24","1.239","34128.0","1.785","22.2","0.045","tests performed","76.39","19116209.0","24.282","35.4","11.087","6.938","22767.037","1.3","127.993","8.46","34.2","41.5","","","80.18"
"COL","South America","Colombia","2020-12-01","1324792.0","7986.0","8899.714","36934.0","168.0","179.571","26036.103","156.949","174.906","725.863","3.302","3.529","49610.0","6455059.0","126.861","0.975","48828.0","0.96","5.3","0.189","tests performed","60.19","50882884.0","44.223","32.2","7.646","4.312","13254.949","4.5","124.24","7.44","4.7","13.5","65.386","","77.29"
"COM","Africa","Comoros","2020-12-01","613.0","2.0","0.857","7.0","0.0","0.0","704.926","2.3","0.986","8.05","0.0","0.0","","","","","","","","","","","869595.0","437.352","20.4","2.963","1.726","1413.89","18.1","261.516","11.88","4.4","23.6","15.574","","64.32"
"COG","Africa","Congo","2020-12-01","5774.0","0.0","20.286","94.0","0.0","0.143","1046.376","0.0","3.676","17.035","0.0","0.026","","","","","","","","","","43.52","5518092.0","15.405","19.0","3.402","2.063","4881.406","37.0","344.094","7.2","1.7","52.3","47.964","","64.57"
"CRI","North America","Costa Rica","2020-12-01","140172.0","534.0","997.429","1731.0","5.0","9.857","27516.463","104.827","195.8","339.804","0.982","1.935","1220.0","350549.0","68.815","0.239","2431.0","0.477","3.0","0.333","people tested","55.56","5094114.0","96.079","33.6","9.468","5.694","15524.995","1.3","137.973","8.78","6.4","17.4","83.841","","80.28"
"HRV","Europe","Croatia","2020-12-01","131342.0","2900.0","3332.571","1861.0","75.0","59.429","31993.526","706.409","811.779","453.32","18.269","14.476","9668.0","759014.0","184.888","2.355","9567.0","2.33","2.9","0.348","people tested","47.22","4105268.0","73.726","44.0","19.724","13.053","22669.797","0.7","253.782","5.59","34.3","39.9","","","78.49"
"CUB","North America","Cuba","2020-12-01","8381.0","97.0","61.571","136.0","1.0","0.429","739.939","8.564","5.436","12.007","0.088","0.038","9760.0","1135511.0","100.252","0.862","10571.0","0.933","171.7","0.006","tests performed","56.48","11326616.0","110.408","43.1","14.738","9.719","","","190.968","8.27","17.1","53.3","85.198","","78.8"
