"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"CHN","Asia","China","2020-02-01","11891.0","2089.0","1497.857","259.0","46.0","31.0","8.262","1.451","1.041","0.18","0.032","0.022","","","","","","","","","","77.31","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
"CHN","Asia","China","2020-02-02","16630.0","4739.0","2079.286","361.0","102.0","43.571","11.554","3.293","1.445","0.251","0.071","0.03","","","","","","","","","","77.31","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
"PHL","Asia","Philippines","2020-02-02","2.0","1.0","","1.0","1.0","","0.018","0.009","","0.009","0.009","","","","","","","","","","","19.44","109581085.0","351.873","25.2","4.803","2.661","7599.188","","370.437","7.07","7.8","40.8","78.463","","71.23"
"CHN","Asia","China","2020-02-03","19716.0","3086.0","2405.571","425.0","64.0","49.0","13.698","2.144","1.671","0.295","0.044","0.034","","","","","","","","","","77.31","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
"PHL","Asia","Philippines","2020-02-03","2.0","0.0","","1.0","0.0","","0.018","0.0","","0.009","0.0","","","","","","","","","","","19.44","109581085.0","351.873","25.2","4.803","2.661","7599.188","","370.437","7.07","7.8","40.8","78.463","","71.23"
"CHN","Asia","China","2020-02-04","23707.0","3991.0","2599.714","491.0","66.0","51.429","16.471","2.773","1.806","0.341","0.046","0.036","","","","","","","","","","77.31","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
"PHL","Asia","Philippines","2020-02-04","2.0","0.0","0.286","1.0","0.0","0.143","0.018","0.0","0.003","0.009","0.0","0.001","","","","","","","","","","19.44","109581085.0","351.873","25.2","4.803","2.661","7599.188","","370.437","7.07","7.8","40.8","78.463","","71.23"
"PHL","Asia","Philippines","2020-02-05","2.0","0.0","0.286","1.0","0.0","0.143","0.018","0.0","0.003","0.009","0.0","0.001","","","","","","","","","","19.44","109581085.0","351.873","25.2","4.803","2.661","7599.188","","370.437","7.07","7.8","40.8","78.463","","71.23"
"CHN","Asia","China","2020-02-05","27440.0","3733.0","3050.429","563.0","72.0","61.429","19.065","2.594","2.119","0.391","0.05","0.043","","","","","","","","","","77.31","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
"CHN","Asia","China","2020-02-06","30587.0","3147.0","3206.571","633.0","70.0","66.0","21.251","2.186","2.228","0.44","0.049","0.046","","","","","","","","","","77.31","1439323774.0","147.674","38.7","10.641","5.929","15308.712","0.7","261.899","9.74","1.9","48.4","","","76.91"
