"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"ALB","Europe","Albania","2020-09-01","9606.0","93.0","121.0","290.0","6.0","4.429","3337.967","32.316","42.046","100.771","2.085","1.539","812.0","59180.0","20.564","0.282","825.0","0.287","6.8","0.147","tests performed","54.63","2877800.0","104.871","38.0","13.188","8.643","11803.431","1.1","304.195","10.08","7.1","51.2","","","78.57"
"DZA","Africa","Algeria","2020-09-01","44833.0","339.0","372.143","1518.0","8.0","8.857","1022.393","7.731","8.487","34.617","0.182","0.202","","","","","","","","","","75.93","43851043.0","17.348","29.1","6.211","3.857","13913.839","0.5","278.364","6.73","0.7","30.4","83.741","","76.88"
"AND","Europe","Andorra","2020-09-01","1184.0","8.0","17.714","53.0","0.0","0.0","15323.885","103.54","229.267","685.951","0.0","0.0","","","","","","","","","","41.67","77265.0","163.755","","","","","","109.135","7.97","29.0","37.8","","","83.73"
"AGO","Africa","Angola","2020-09-01","2729.0","75.0","63.714","109.0","1.0","1.0","83.033","2.282","1.939","3.316","0.03","0.03","","","","","","","","","","81.02","32866268.0","23.89","16.8","2.405","1.362","5819.495","","276.045","3.94","","","26.664","","61.15"
"ATG","North America","Antigua and Barbuda","2020-09-01","94.0","0.0","0.0","3.0","0.0","0.0","959.889","0.0","0.0","30.635","0.0","0.0","","","","","","","","","","","97928.0","231.845","32.1","6.933","4.631","21490.943","","191.511","13.17","","","","","77.02"
"AFG","Asia","Afghanistan","2020-09-01","38193.0","34.0","18.857","1407.0","4.0","1.286","981.11","0.873","0.484","36.143","0.103","0.033","","","","","","","","","","21.3","38928341.0","54.422","18.6","2.581","1.337","1803.987","","597.029","9.59","","","37.746","","64.83"
"ARG","South America","Argentina","2020-09-01","428239.0","10504.0","9800.143","8919.0","259.0","193.714","9475.199","232.411","216.838","197.341","5.731","4.286","27458.0","1575116.0","34.851","0.608","24497.0","0.542","2.4","0.41","tests performed","87.96","45195777.0","16.177","31.9","11.198","7.441","18933.907","0.6","191.032","5.5","16.2","27.7","","","76.67"
"AUS","Oceania","Australia","2020-09-01","25923.0","104.0","102.714","663.0","6.0","16.286","1016.593","4.078","4.028","26.0","0.235","0.639","41344.0","6255797.0","245.327","1.621","63013.0","2.471","613.5","0.002","tests performed","75.46","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"ARM","Asia","Armenia","2020-09-01","43878.0","97.0","134.571","881.0","2.0","3.286","14807.47","32.735","45.414","297.31","0.675","1.109","","206929.0","69.832","","1384.0","0.467","10.3","0.097","tests performed","","2963234.0","102.931","35.7","11.232","7.571","8787.58","1.8","341.01","7.11","1.5","52.1","94.043","","75.09"
"AUT","Europe","Austria","2020-09-01","27642.0","204.0","276.571","734.0","1.0","0.143","3069.151","22.651","30.708","81.498","0.111","0.016","12416.0","1193127.0","132.475","1.379","11863.0","1.317","42.9","0.023","tests performed","35.19","9006400.0","106.749","44.4","19.202","13.748","45436.686","0.7","145.183","6.35","28.4","30.9","","","81.54"
