"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"AFG","Asia","Afghanistan","2020-11-01","41501.0","76.0","95.429","1538.0","0.0","3.143","1066.087","1.952","2.451","39.508","0.0","0.081","","","","","","","","","","9.26","38928341.0","54.422","18.6","2.581","1.337","1803.987","","597.029","9.59","","","37.746","","64.83"
"ALB","Europe","Albania","2020-11-01","21202.0","327.0","292.143","518.0","9.0","5.857","7367.433","113.628","101.516","179.999","3.127","2.035","1472.0","122223.0","42.471","0.512","1381.0","0.48","4.7","0.212","tests performed","50.93","2877800.0","104.871","38.0","13.188","8.643","11803.431","1.1","304.195","10.08","7.1","51.2","","","78.57"
"DZA","Africa","Algeria","2020-11-01","58272.0","330.0","304.143","1973.0","9.0","8.429","1328.862","7.525","6.936","44.993","0.205","0.192","","","","","","","","","","75.0","43851043.0","17.348","29.1","6.211","3.857","13913.839","0.5","278.364","6.73","0.7","30.4","83.741","","76.88"
"AND","Europe","Andorra","2020-11-01","4825.0","69.0","112.429","75.0","0.0","0.857","62447.421","893.03","1455.103","970.685","0.0","11.094","","","","","","","","","","59.26","77265.0","163.755","","","","","","109.135","7.97","29.0","37.8","","","83.73"
"AGO","Africa","Angola","2020-11-01","11035.0","230.0","236.286","286.0","2.0","2.571","335.755","6.998","7.189","8.702","0.061","0.078","","","","","","","","","","60.19","32866268.0","23.89","16.8","2.405","1.362","5819.495","","276.045","3.94","","","26.664","","61.15"
"ATG","North America","Antigua and Barbuda","2020-11-01","128.0","0.0","0.571","3.0","0.0","0.0","1307.083","0.0","5.835","30.635","0.0","0.0","","","","","","","","","","","97928.0","231.845","32.1","6.933","4.631","21490.943","","191.511","13.17","","","","","77.02"
"ARG","South America","Argentina","2020-11-01","1173533.0","6609.0","11849.143","31140.0","138.0","320.571","25965.545","146.23","262.174","689.002","3.053","7.093","13140.0","3147345.0","69.638","0.291","23694.0","0.524","3.4","0.292","tests performed","81.94","45195777.0","16.177","31.9","11.198","7.441","18933.907","0.6","191.032","5.5","16.2","27.7","","","76.67"
"ARM","Asia","Armenia","2020-11-01","92254.0","2441.0","2059.571","1363.0","22.0","26.143","31132.877","823.762","695.042","459.97","7.424","8.822","","","","","4114.0","1.388","2.0","0.501","tests performed","","2963234.0","102.931","35.7","11.232","7.571","8787.58","1.8","341.01","7.11","1.5","52.1","94.043","","75.09"
"AUS","Oceania","Australia","2020-11-01","27601.0","6.0","10.857","907.0","0.0","0.286","1082.397","0.235","0.426","35.569","0.0","0.011","","8825186.0","346.087","","41335.0","1.621","3807.2","0.0","tests performed","50.46","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"AUT","Europe","Austria","2020-11-01","109881.0","4956.0","4152.857","1130.0","21.0","21.571","12200.324","550.275","461.101","125.466","2.332","2.395","23316.0","2256051.0","250.494","2.589","23956.0","2.66","5.8","0.173","tests performed","64.81","9006400.0","106.749","44.4","19.202","13.748","45436.686","0.7","145.183","6.35","28.4","30.9","","","81.54"
