"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"FRO","Europe","Faeroe Islands","6/1/2021 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","48865.000","35.308","","","","","","","","","","","","80.670"
"IMN","Europe","Isle of Man","6/1/2021 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","85032.000","147.872","","","","","","","","","","","","81.400"
"IRL","Europe","Ireland","6/1/2021 12:00:00 AM","261535.000","0.000","366.714","4941.000","0.000","0.000","52965.939","0.000","74.267","1000.649","0.000","0.000","","","","","","","","","","74.070","4937796.000","69.874","38.700","13.928","8.678","67335.293","0.200","126.459","3.280","23.000","25.700","","","82.300"
"ISR","Asia","Israel","6/1/2021 12:00:00 AM","","","","","","","","","","","","","","","","","","","","","","","8655541.000","402.606","30.600","11.733","7.359","33132.320","0.500","93.320","6.740","15.400","35.400","","","82.970"
"GRC","Europe","Greece","6/1/2021 12:00:00 AM","404163.000","1857.000","1511.429","12122.000","27.000","35.714","38775.864","178.163","145.008","1162.999","2.590","3.426","","","","","","","","","","","10423056.000","83.479","45.300","20.396","14.524","24574.382","1.500","175.695","4.550","35.300","52.000","","","82.240"
"USA","North America","United States","6/1/2021 12:00:00 AM","33290450.000","22943.000","17247.857","595223.000","638.000","587.571","100574.573","69.314","52.108","1798.242","1.927","1.775","","","","","","","","","","","331002647.000","35.608","38.300","15.413","9.732","54225.446","1.200","151.089","10.790","19.100","24.600","","","78.860"
"LBY","Africa","Libya","6/1/2021 12:00:00 AM","186072.000","296.000","305.714","3127.000","1.000","1.857","27079.643","43.078","44.492","455.082","0.146","0.270","","","","","","","","","","","6871287.000","3.623","29.000","4.424","2.816","17881.509","","341.862","10.430","","","","","72.910"
"BEL","Europe","Belgium","6/1/2021 12:00:00 AM","1063499.000","1498.000","1831.714","24968.000","13.000","13.571","91763.092","129.254","158.048","2154.342","1.122","1.171","","","","","","","","","","","11589616.000","375.564","41.800","18.571","12.849","42658.576","0.200","114.898","4.290","25.100","31.400","","","81.630"
"NLD","Europe","Netherlands","6/1/2021 12:00:00 AM","1679093.000","2349.000","2929.429","17906.000","9.000","9.429","97992.731","137.089","170.963","1045.003","0.525","0.550","","","","","","","","","","","17134873.000","508.544","43.200","18.779","11.881","48472.545","","109.361","5.290","24.400","27.300","","","82.280"
"THA","Asia","Thailand","6/1/2021 12:00:00 AM","162022.000","2230.000","3797.571","1069.000","38.000","33.857","2321.233","31.948","54.406","15.315","0.544","0.485","","","","","","","","","","","69799978.000","135.132","40.100","11.373","6.890","16277.671","0.100","109.861","7.040","1.900","38.800","90.670","","77.150"
"MDG","Africa","Madagascar","6/1/2021 12:00:00 AM","41366.000","24.000","52.429","841.000","2.000","4.429","1493.842","0.867","1.893","30.371","0.072","0.160","","","","","","","","","","","27691019.000","43.951","19.600","2.929","1.686","1416.440","77.600","405.994","3.940","","","50.540","","67.040"
"VEN","South America","Venezuela","6/1/2021 12:00:00 AM","235567.000","1402.000","1347.286","2661.000","15.000","16.714","8284.128","49.304","47.380","93.579","0.528","0.588","","","","","","","","","","","28435943.000","36.253","29.000","6.614","3.915","16745.022","","204.850","6.470","","","","","72.060"
"BDI","Africa","Burundi","6/1/2021 12:00:00 AM","4803.000","13.000","33.571","6.000","0.000","0.000","403.926","1.093","2.823","0.505","0.000","0.000","","","","","","","","","","","11890781.000","423.062","17.500","2.562","1.504","702.225","71.700","293.068","6.050","","","6.144","","61.580"
"AUS","Oceania","Australia","6/1/2021 12:00:00 AM","30124.000","6.000","11.143","910.000","0.000","0.000","1181.339","0.235","0.437","35.686","0.000","0.000","","","","","","","","","","","25499881.000","3.202","37.900","15.504","10.129","44648.710","0.500","107.791","5.070","13.000","16.500","","","83.440"
"ZMB","Africa","Zambia","6/1/2021 12:00:00 AM","95821.000","558.000","341.857","1282.000","1.000","1.571","5212.208","30.353","18.595","69.735","0.054","0.085","","","","","","","","","","","18383956.000","22.995","17.700","2.480","1.542","3689.251","57.500","234.499","3.940","3.100","24.700","13.938","","63.890"
"NER","Africa","Niger","6/1/2021 12:00:00 AM","5410.000","0.000","3.000","192.000","0.000","0.000","223.492","0.000","0.124","7.932","0.000","0.000","","","","","","","","","","","24206636.000","16.955","15.100","2.553","1.378","926.000","44.500","238.339","2.420","0.100","15.400","8.978","","62.420"
"CHL","South America","Chile","6/1/2021 12:00:00 AM","1389357.000","5011.000","7133.714","29344.000","44.000","108.429","72679.526","262.134","373.176","1535.032","2.302","5.672","","","","","","","","","","","19116209.000","24.282","35.400","11.087","6.938","22767.037","1.300","127.993","8.460","34.200","41.500","","","80.180"
"ALB","Europe","Albania","6/1/2021 12:00:00 AM","132337.000","22.000","15.429","2451.000","0.000","0.571","45985.475","7.645","5.361","851.692","0.000","0.199","","","","","","","","","","","2877800.000","104.871","38.000","13.188","8.643","11803.431","1.100","304.195","10.080","7.100","51.200","","","78.570"
"GNB","Africa","Guinea-Bissau","6/1/2021 12:00:00 AM","3770.000","4.000","2.429","68.000","0.000","0.000","1915.652","2.033","1.234","34.553","0.000","0.000","","","","","","","","","","","1967998.000","66.191","19.400","3.002","1.565","1548.675","67.100","382.474","2.420","","","6.403","","58.320"
"TZA","Africa","Tanzania","6/1/2021 12:00:00 AM","509.000","0.000","0.000","21.000","0.000","0.000","8.521","0.000","0.000","0.352","0.000","0.000","","","","","","","","","","","59734213.000","64.699","17.700","3.108","1.874","2683.304","49.100","217.288","5.750","3.300","26.700","47.953","","65.460"
"NIC","North America","Nicaragua","6/1/2021 12:00:00 AM","7481.000","157.000","22.429","187.000","1.000","0.143","1129.284","23.700","3.386","28.228","0.151","0.022","","","","","","","","","","","6624554.000","51.667","27.300","5.445","3.519","5321.444","3.200","137.016","11.470","","","","","74.480"
"ETH","Africa","Ethiopia","6/1/2021 12:00:00 AM","271790.000","249.000","286.857","4171.000","6.000","11.143","2364.140","2.166","2.495","36.281","0.052","0.097","","","","","","","","","","","114963583.000","104.957","19.800","3.526","2.063","1729.927","26.700","182.634","7.470","0.400","8.500","7.960","","66.600"
"DNK","Europe","Denmark","6/1/2021 12:00:00 AM","282896.000","911.000","994.429","2517.000","0.000","0.857","48840.830","157.280","171.684","434.550","0.000","0.148","","","","","","","","","","","5792203.000","136.520","42.300","19.677","12.325","46682.515","0.200","114.767","6.410","19.300","18.800","","","80.900"
"FIN","Europe","Finland","6/1/2021 12:00:00 AM","92642.000","154.000","128.286","956.000","0.000","2.000","16720.216","27.794","23.153","172.541","0.000","0.361","","","","","","","","","","","5540718.000","18.136","42.800","21.228","13.264","40585.721","","153.507","5.760","18.300","22.600","","","81.910"
"NAM","Africa","Namibia","6/1/2021 12:00:00 AM","55812.000","263.000","340.000","854.000","24.000","10.714","21965.307","103.506","133.810","336.099","9.445","4.217","","","","","","","","","","","2540916.000","3.078","22.000","3.552","2.085","9541.808","13.400","243.811","3.940","9.700","34.200","44.600","","63.710"
"LCA","North America","Saint Lucia","6/1/2021 12:00:00 AM","5072.000","5.000","14.857","79.000","0.000","0.286","27620.910","27.229","80.908","430.215","0.000","1.556","","","","","","","","","","","183629.000","293.187","34.900","9.721","6.405","12951.839","","204.620","11.620","","","87.202","","76.200"
"HRV","Europe","Croatia","6/1/2021 12:00:00 AM","356397.000","216.000","287.714","8034.000","8.000","12.000","86814.551","52.615","70.084","1956.998","1.949","2.923","","","","","","","","","","","4105268.000","73.726","44.000","19.724","13.053","22669.797","0.700","253.782","5.590","34.300","39.900","","","78.490"
"CAN","North America","Canada","6/1/2021 12:00:00 AM","1390979.000","1651.000","2719.714","25546.000","18.000","39.571","36854.783","43.744","72.060","676.856","0.477","1.048","","","","","","","","","","","37742157.000","4.037","41.400","16.984","10.797","44017.591","0.500","105.599","7.370","12.000","16.600","","","82.430"
"ARE","Asia","United Arab Emirates","6/1/2021 12:00:00 AM","572804.000","1968.000","1930.429","1684.000","4.000","3.714","57915.150","198.981","195.182","170.266","0.404","0.376","","","","","","","","","","","9890400.000","112.442","34.000","1.144","0.526","67293.483","","317.840","17.260","1.200","37.400","","","77.970"
"JAM","North America","Jamaica","6/1/2021 12:00:00 AM","48594.000","37.000","73.286","949.000","1.000","2.571","16410.455","12.495","24.749","320.482","0.338","0.868","","","","","","","","","","","2961161.000","266.879","31.400","9.684","6.390","8193.571","","206.537","11.280","5.300","28.600","66.425","","74.470"
"UZB","Asia","Uzbekistan","6/1/2021 12:00:00 AM","100495.000","160.000","235.143","690.000","0.000","1.143","3002.611","4.781","7.026","20.616","0.000","0.034","","","","","","","","","","","33469199.000","76.134","28.200","4.469","2.873","6253.104","","724.417","7.570","1.300","24.700","","","71.720"
"ATG","North America","Antigua and Barbuda","6/1/2021 12:00:00 AM","1260.000","0.000","0.286","42.000","0.000","0.000","12866.596","0.000","2.918","428.887","0.000","0.000","","","","","","","","","","","97928.000","231.845","32.100","6.933","4.631","21490.943","","191.511","13.170","","","","","77.020"
