"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"AFG","Asia","Afghanistan","2021-04-27","59225.0","210.0","169.714","2598.0","6.0","7.0","1521.385","5.395","4.36","66.738","0.154","0.18","","","","","","","","","","8.33","38928341.0","54.422","18.6","2.581","1.337","1803.987","","597.029","9.59","","","37.746","","64.83"
"ALB","Europe","Albania","2021-04-27","130736.0","130.0","127.714","2383.0","4.0","4.286","45429.147","45.173","44.379","828.063","1.39","1.489","","","","","","","","","","54.63","2877800.0","104.871","38.0","13.188","8.643","11803.431","1.1","304.195","10.08","7.1","51.2","","","78.57"
"DZA","Africa","Algeria","2021-04-27","121344.0","232.0","193.143","3225.0","8.0","8.571","2767.186","5.291","4.405","73.544","0.182","0.195","","","","","","","","","","","43851043.0","17.348","29.1","6.211","3.857","13913.839","0.5","278.364","6.73","0.7","30.4","83.741","","76.88"
"AND","Europe","Andorra","2021-04-27","13121.0","38.0","35.286","124.0","0.0","0.143","169818.158","491.814","456.684","1604.866","0.0","1.849","","","","","","","","","","52.78","77265.0","163.755","","","","","","109.135","7.97","29.0","37.8","","","83.73"
"AGO","Africa","Angola","2021-04-27","25942.0","232.0","183.0","587.0","4.0","3.143","789.32","7.059","5.568","17.86","0.122","0.096","","","","","","","","","","","32866268.0","23.89","16.8","2.405","1.362","5819.495","","276.045","3.94","","","26.664","","61.15"
"ATG","North America","Antigua and Barbuda","2021-04-27","1232.0","4.0","2.143","32.0","0.0","0.143","12580.672","40.846","21.882","326.771","0.0","1.459","","","","","","","","","","","97928.0","231.845","32.1","6.933","4.631","21490.943","","191.511","13.17","","","","","77.02"
"ARG","South America","Argentina","2021-04-27","2905172.0","25495.0","23078.857","62599.0","512.0","401.0","64279.722","564.101","510.642","1385.063","11.328","8.873","","","","","","","","","","","45195777.0","16.177","31.9","11.198","7.441","18933.907","0.6","191.032","5.5","16.2","27.7","","","76.67"
"ARM","Asia","Armenia","2021-04-27","214064.0","595.0","654.143","4058.0","18.0","19.857","72239.992","200.794","220.753","1369.45","6.074","6.701","","","","","","","","","","","2963234.0","102.931","35.7","11.232","7.571","8787.58","1.8","341.01","7.11","1.5","52.1","94.043","","75.09"
"AUS","Oceania","Australia","2021-04-27","29750.0","33.0","24.857","910.0","0.0","0.0","1166.672","1.294","0.975","35.686","0.0","0.0","","","","","","","","","","","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"AUT","Europe","Austria","2021-04-27","612170.0","1625.0","2086.286","10126.0","28.0","23.857","67970.554","180.427","231.645","1124.312","3.109","2.649","","","","","","","","","","","9006400.0","106.749","44.4","19.202","13.748","45436.686","0.7","145.183","6.35","28.4","30.9","","","81.54"
"BTN","Asia","Bhutan","2021-04-27","1053.0","27.0","12.429","1.0","0.0","0.0","1364.676","34.992","16.107","1.296","0.0","0.0","","","","","","","","","","","771612.0","21.188","28.6","4.885","2.977","8708.597","1.5","217.066","9.75","","","79.807","","71.78"
"AZE","Asia","Azerbaijan","2021-04-27","315119.0","1307.0","1608.714","4429.0","27.0","32.286","31079.353","128.906","158.663","436.821","2.663","3.184","","","","","","","","","","","10139175.0","119.309","32.4","6.018","3.871","15847.419","","559.812","7.11","0.3","42.5","83.241","","73.0"
"BHS","North America","Bahamas","2021-04-27","10220.0","0.0","61.286","198.0","0.0","0.571","25988.689","0.0","155.845","503.499","0.0","1.453","","","","","","","","","","","393248.0","39.497","34.3","8.996","5.2","27717.847","","235.954","13.17","3.1","20.4","","","73.92"
"BHR","Asia","Bahrain","2021-04-27","173548.0","972.0","1055.857","626.0","1.0","3.0","101992.086","571.233","620.515","367.893","0.588","1.763","16305.0","4029661.0","2368.184","9.582","15898.0","9.343","","","units unclear","","1701583.0","1935.907","32.4","2.372","1.387","43290.705","","151.689","16.52","5.8","37.6","","","77.29"
"BGD","Asia","Bangladesh","2021-04-27","751659.0","3031.0","3411.286","11228.0","78.0","91.429","4564.101","18.404","20.713","68.177","0.474","0.555","","","","","","","","","","","164689383.0","1265.036","27.5","5.098","3.262","3523.984","14.8","298.003","8.38","1.0","44.7","34.808","","72.59"
"BRB","North America","Barbados","2021-04-27","3828.0","3.0","5.0","44.0","0.0","0.0","13320.76","10.439","17.399","153.112","0.0","0.0","","","","","","","","","","","287371.0","664.463","39.8","14.952","9.473","16978.068","","170.05","13.57","1.9","14.5","88.469","","79.19"
"BLZ","North America","Belize","2021-04-27","12631.0","7.0","9.0","322.0","0.0","0.571","31766.431","17.605","22.635","809.816","0.0","1.437","","","","","","","","","","","397621.0","16.426","25.0","3.853","2.279","7824.362","","176.957","17.11","","","90.083","","74.62"
"BEN","Africa","Benin","2021-04-27","7720.0","0.0","0.0","97.0","0.0","0.0","636.796","0.0","0.0","8.001","0.0","0.0","","","","","","","","","","","12123198.0","99.11","18.8","3.244","1.942","2064.236","49.6","235.848","0.99","0.6","12.3","11.035","","61.77"
"BLR","Europe","Belarus","2021-04-27","354669.0","823.0","1238.714","2512.0","10.0","9.857","37533.808","87.096","131.09","265.839","1.058","1.043","19354.0","5797755.0","613.563","2.048","15078.0","1.596","","","tests performed","","9449321.0","46.858","40.3","14.799","9.788","17167.967","","443.129","5.18","10.5","46.1","","","74.79"
"BEL","Europe","Belgium","2021-04-27","979034.0","2946.0","3425.429","24104.0","39.0","38.571","84475.103","254.193","295.56","2079.793","3.365","3.328","","","","","","","","","","","11589616.0","375.564","41.8","18.571","12.849","42658.576","0.2","114.898","4.29","25.1","31.4","","","81.63"
"BOL","South America","Bolivia","2021-04-27","300258.0","1480.0","1226.143","12885.0","24.0","27.143","25722.372","126.788","105.041","1103.827","2.056","2.325","","","","","","","","","","","11673029.0","10.202","25.4","6.704","4.393","6885.829","7.1","204.299","6.89","","","25.383","","71.51"
"BIH","Europe","Bosnia and Herzegovina","2021-04-27","196732.0","761.0","693.714","8418.0","68.0","56.143","59964.369","231.955","211.446","2565.826","20.727","17.112","","","","","","","","","","45.37","3280815.0","68.496","42.5","16.569","10.711","11713.895","0.2","329.635","10.08","30.2","47.7","97.164","","77.4"
"CMR","Africa","Cameroon","2021-04-27","65998.0","0.0","169.857","991.0","0.0","7.429","2486.188","0.0","6.399","37.332","0.0","0.28","","","","","","","","","","","26545864.0","50.885","18.8","3.165","1.919","3364.926","23.8","244.661","7.2","","","2.735","","59.29"
