"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"AFG","Asia","Afghanistan","2020-08-01","36700.0","35.0","96.286","1285.0","1.0","5.143","942.758","0.899","2.473","33.009","0.026","0.132","","","","","","","","","","78.7","38928341.0","54.422","18.6","2.581","1.337","1803.987","","597.029","9.59","","","37.746","","64.83"
"ALB","Europe","Albania","2020-08-01","5396.0","120.0","108.429","161.0","4.0","3.857","1875.043","41.699","37.678","55.946","1.39","1.34","510.0","37433.0","13.008","0.177","504.0","0.175","4.6","0.215","tests performed","62.96","2877800.0","104.871","38.0","13.188","8.643","11803.431","1.1","304.195","10.08","7.1","51.2","","","78.57"
"ARG","South America","Argentina","2020-08-01","196543.0","5241.0","5458.429","3596.0","53.0","100.429","4348.703","115.962","120.773","79.565","1.173","2.222","15822.0","904418.0","20.011","0.35","17610.0","0.39","2.9","0.346","tests performed","90.74","45195777.0","16.177","31.9","11.198","7.441","18933.907","0.6","191.032","5.5","16.2","27.7","","","76.67"
"DZA","Africa","Algeria","2020-08-01","30950.0","556.0","598.0","1223.0","13.0","11.0","705.798","12.679","13.637","27.89","0.296","0.251","","","","","","","","","","79.63","43851043.0","17.348","29.1","6.211","3.857","13913.839","0.5","278.364","6.73","0.7","30.4","83.741","","76.88"
"AND","Europe","Andorra","2020-08-01","925.0","0.0","4.0","52.0","0.0","0.0","11971.785","0.0","51.77","673.008","0.0","0.0","","","","","","","","","","41.67","77265.0","163.755","","","","","","109.135","7.97","29.0","37.8","","","83.73"
"AGO","Africa","Angola","2020-08-01","1164.0","16.0","35.429","54.0","2.0","2.143","35.416","0.487","1.078","1.643","0.061","0.065","","","","","","","","","","79.17","32866268.0","23.89","16.8","2.405","1.362","5819.495","","276.045","3.94","","","26.664","","61.15"
"ATG","North America","Antigua and Barbuda","2020-08-01","91.0","0.0","1.286","3.0","0.0","0.0","929.254","0.0","13.129","30.635","0.0","0.0","","","","","","","","","","","97928.0","231.845","32.1","6.933","4.631","21490.943","","191.511","13.17","","","","","77.02"
"AUS","Oceania","Australia","2020-08-01","17895.0","615.0","498.857","208.0","7.0","7.571","701.768","24.118","19.563","8.157","0.275","0.297","","4307224.0","168.912","","63960.0","2.508","128.2","0.008","tests performed","68.06","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"ARM","Asia","Armenia","2020-08-01","38841.0","291.0","263.571","749.0","11.0","7.0","13107.638","98.204","88.947","252.764","3.712","2.362","","","","","1420.0","0.479","5.4","0.186","tests performed","","2963234.0","102.931","35.7","11.232","7.571","8787.58","1.8","341.01","7.11","1.5","52.1","94.043","","75.09"
"BHS","North America","Bahamas","2020-08-01","599.0","25.0","39.0","14.0","0.0","0.429","1523.212","63.573","99.174","35.601","0.0","1.09","","","","","","","","","","81.94","393248.0","39.497","34.3","8.996","5.2","27717.847","","235.954","13.17","3.1","20.4","","","73.92"
"BWA","Africa","Botswana","2020-08-01","804.0","0.0","16.857","2.0","0.0","0.143","341.891","0.0","7.168","0.85","0.0","0.061","","","","","","","","","","64.35","2351625.0","4.044","25.8","3.941","2.242","15807.374","","237.372","4.81","5.7","34.4","","","69.59"
"AZE","Asia","Azerbaijan","2020-08-01","32157.0","279.0","360.571","454.0","6.0","6.571","3171.56","27.517","35.562","44.777","0.592","0.648","","","","","","","","","","93.52","10139175.0","119.309","32.4","6.018","3.871","15847.419","","559.812","7.11","0.3","42.5","83.241","","73.0"
"BHR","Asia","Bahrain","2020-08-01","41190.0","208.0","349.0","147.0","0.0","1.429","24206.871","122.239","205.103","86.39","0.0","0.84","4569.0","835567.0","491.053","2.685","7927.0","4.659","22.7","0.044","units unclear","69.44","1701583.0","1935.907","32.4","2.372","1.387","43290.705","","151.689","16.52","5.8","37.6","","","77.29"
"BGD","Asia","Bangladesh","2020-08-01","239860.0","2199.0","2668.857","3132.0","21.0","36.857","1456.439","13.352","16.205","19.018","0.128","0.224","8802.0","1188574.0","7.217","0.053","12019.0","0.073","4.5","0.222","tests performed","80.09","164689383.0","1265.036","27.5","5.098","3.262","3523.984","14.8","298.003","8.38","1.0","44.7","34.808","","72.59"
"BRB","North America","Barbados","2020-08-01","122.0","12.0","2.0","7.0","0.0","0.0","424.538","41.758","6.96","24.359","0.0","0.0","","","","","","","","","","45.37","287371.0","664.463","39.8","14.952","9.473","16978.068","","170.05","13.57","1.9","14.5","88.469","","79.19"
"BLR","Europe","Belarus","2020-08-01","67946.0","138.0","134.857","563.0","4.0","4.714","7190.57","14.604","14.272","59.581","0.423","0.499","","","","","9725.0","1.029","72.1","0.014","tests performed","16.67","9449321.0","46.858","40.3","14.799","9.788","17167.967","","443.129","5.18","10.5","46.1","","","74.79"
"AUT","Europe","Austria","2020-08-01","21212.0","82.0","124.857","718.0","0.0","0.857","2355.214","9.105","13.863","79.721","0.0","0.095","7358.0","897819.0","99.687","0.817","8133.0","0.903","65.1","0.015","tests performed","35.19","9006400.0","106.749","44.4","19.202","13.748","45436.686","0.7","145.183","6.35","28.4","30.9","","","81.54"
"BLZ","North America","Belize","2020-08-01","56.0","8.0","1.143","2.0","0.0","0.0","140.838","20.12","2.874","5.03","0.0","0.0","","","","","","","","","","69.44","397621.0","16.426","25.0","3.853","2.279","7824.362","","176.957","17.11","","","90.083","","74.62"
"BEL","Europe","Belgium","2020-08-01","69402.0","651.0","525.0","9845.0","4.0","3.429","5988.292","56.171","45.299","849.467","0.345","0.296","20418.0","1729324.0","149.213","1.762","20661.0","1.783","34.5","0.029","tests performed","62.96","11589616.0","375.564","41.8","18.571","12.849","42658.576","0.2","114.898","4.29","25.1","31.4","","","81.63"
"BOL","South America","Bolivia","2020-08-01","78793.0","2004.0","1501.714","3064.0","87.0","75.571","6750.005","171.678","128.648","262.485","7.453","6.474","3484.0","153954.0","13.189","0.298","2741.0","0.235","1.8","0.548","tests performed","89.81","11673029.0","10.202","25.4","6.704","4.393","6885.829","7.1","204.299","6.89","","","25.383","","71.51"
"BIH","Europe","Bosnia and Herzegovina","2020-08-01","11876.0","0.0","301.286","339.0","0.0","8.429","3619.832","0.0","91.833","103.328","0.0","2.569","","","","","1456.0","0.444","4.8","0.207","tests performed","59.26","3280815.0","68.496","42.5","16.569","10.711","11713.895","0.2","329.635","10.08","30.2","47.7","97.164","","77.4"
"BRA","South America","Brazil","2020-08-01","2707877.0","45392.0","44766.286","93563.0","1088.0","1016.286","12739.389","213.55","210.606","440.173","5.119","4.781","","","","","79655.0","0.375","","","tests performed","72.69","212559409.0","25.04","33.5","8.552","5.06","14103.452","3.4","177.961","8.11","10.1","17.9","","","75.88"
"BGR","Europe","Bulgaria","2020-08-01","11836.0","146.0","217.714","385.0","2.0","6.714","1703.403","21.012","31.333","55.408","0.288","0.966","3955.0","271000.0","39.002","0.569","5030.0","0.724","23.1","0.043","tests performed","41.67","6948445.0","65.18","44.7","20.801","13.272","18563.307","1.5","424.688","5.81","30.1","44.4","","","75.05"
"BRN","Asia","Brunei","2020-08-01","141.0","0.0","0.0","3.0","0.0","0.0","322.298","0.0","0.0","6.857","0.0","0.0","","","","","","","","","","39.81","437483.0","81.347","32.4","4.591","2.382","71809.251","","201.285","12.79","2.0","30.9","","","75.86"
