"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"AFG","Asia","Afghanistan","2020-05-01","2291.0","164.0","137.143","68.0","4.0","3.571","58.852","4.213","3.523","1.747","0.103","0.092","","","","","","","","","","84.26","38928341.0","54.422","18.6","2.581","1.337","1803.987","","597.029","9.59","","","37.746","","64.83"
"ALB","Europe","Albania","2020-05-01","782.0","9.0","14.857","31.0","0.0","0.571","271.735","3.127","5.163","10.772","0.0","0.199","245.0","8379.0","2.912","0.085","247.0","0.086","16.6","0.06","tests performed","89.81","2877800.0","104.871","38.0","13.188","8.643","11803.431","1.1","304.195","10.08","7.1","51.2","","","78.57"
"AND","Europe","Andorra","2020-05-01","745.0","0.0","2.0","43.0","1.0","0.429","9642.141","0.0","25.885","556.526","12.942","5.547","","","","","","","","","","52.78","77265.0","163.755","","","","","","109.135","7.97","29.0","37.8","","","83.73"
"AGO","Africa","Angola","2020-05-01","30.0","3.0","0.714","2.0","0.0","0.0","0.913","0.091","0.022","0.061","0.0","0.0","","","","","","","","","","78.7","32866268.0","23.89","16.8","2.405","1.362","5819.495","","276.045","3.94","","","26.664","","61.15"
"ATG","North America","Antigua and Barbuda","2020-05-01","25.0","1.0","0.143","3.0","0.0","0.0","255.29","10.212","1.459","30.635","0.0","0.0","","","","","","","","","","","97928.0","231.845","32.1","6.933","4.631","21490.943","","191.511","13.17","","","","","77.02"
"ARG","South America","Argentina","2020-05-01","4532.0","104.0","132.143","225.0","7.0","7.0","100.275","2.301","2.924","4.978","0.155","0.155","2938.0","70396.0","1.558","0.065","2541.0","0.056","11.5","0.087","tests performed","88.89","45195777.0","16.177","31.9","11.198","7.441","18933.907","0.6","191.032","5.5","16.2","27.7","","","76.67"
"DZA","Africa","Algeria","2020-05-01","4154.0","148.0","146.714","453.0","3.0","5.429","94.73","3.375","3.346","10.33","0.068","0.124","","","","","","","","","","76.85","43851043.0","17.348","29.1","6.211","3.857","13913.839","0.5","278.364","6.73","0.7","30.4","83.741","","76.88"
"ARM","Asia","Armenia","2020-05-01","2148.0","82.0","78.857","33.0","1.0","0.857","724.884","27.672","26.612","11.136","0.337","0.289","","22177.0","7.484","","817.0","0.276","10.4","0.097","tests performed","","2963234.0","102.931","35.7","11.232","7.571","8787.58","1.8","341.01","7.11","1.5","52.1","94.043","","75.09"
"AUS","Oceania","Australia","2020-05-01","6778.0","12.0","14.429","93.0","0.0","2.0","265.805","0.471","0.566","3.647","0.0","0.078","25227.0","588868.0","23.093","0.989","15214.0","0.597","1054.4","0.001","tests performed","69.44","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"AUT","Europe","Austria","2020-05-01","15531.0","79.0","65.714","589.0","5.0","8.429","1724.44","8.772","7.296","65.398","0.555","0.936","7680.0","264079.0","29.321","0.853","7342.0","0.815","111.7","0.009","tests performed","67.59","9006400.0","106.749","44.4","19.202","13.748","45436.686","0.7","145.183","6.35","28.4","30.9","","","81.54"
