"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"AFG","Asia","Afghanistan","2020-06-01","15753.0","545.0","653.857","266.0","8.0","6.571","404.667","14.0","16.796","6.833","0.206","0.169","","","","","","","","","","84.26","38928341.0","54.422","18.6","2.581","1.337","1803.987","","597.029","9.59","","","37.746","","64.83"
"ALB","Europe","Albania","2020-06-01","1143.0","6.0","19.857","33.0","0.0","0.143","397.178","2.085","6.9","11.467","0.0","0.05","102.0","14706.0","5.11","0.035","213.0","0.074","10.7","0.093","tests performed","71.3","2877800.0","104.871","38.0","13.188","8.643","11803.431","1.1","304.195","10.08","7.1","51.2","","","78.57"
"DZA","Africa","Algeria","2020-06-01","9513.0","119.0","144.286","661.0","8.0","7.429","216.939","2.714","3.29","15.074","0.182","0.169","","","","","","","","","","76.85","43851043.0","17.348","29.1","6.211","3.857","13913.839","0.5","278.364","6.73","0.7","30.4","83.741","","76.88"
"AND","Europe","Andorra","2020-06-01","765.0","1.0","0.286","51.0","0.0","0.0","9900.99","12.942","3.698","660.066","0.0","0.0","","","","","","","","","","50.0","77265.0","163.755","","","","","","109.135","7.97","29.0","37.8","","","83.73"
"AGO","Africa","Angola","2020-06-01","86.0","0.0","2.286","4.0","0.0","0.0","2.617","0.0","0.07","0.122","0.0","0.0","","","","","","","","","","77.78","32866268.0","23.89","16.8","2.405","1.362","5819.495","","276.045","3.94","","","26.664","","61.15"
"ATG","North America","Antigua and Barbuda","2020-06-01","26.0","0.0","0.143","3.0","0.0","0.0","265.501","0.0","1.459","30.635","0.0","0.0","","","","","","","","","","","97928.0","231.845","32.1","6.933","4.631","21490.943","","191.511","13.17","","","","","77.02"
"ARG","South America","Argentina","2020-06-01","17415.0","564.0","683.857","556.0","17.0","12.714","385.324","12.479","15.131","12.302","0.376","0.281","5171.0","202604.0","4.483","0.114","5388.0","0.119","6.1","0.163","tests performed","90.74","45195777.0","16.177","31.9","11.198","7.441","18933.907","0.6","191.032","5.5","16.2","27.7","","","76.67"
"ARM","Asia","Armenia","2020-06-01","9492.0","210.0","339.857","139.0","8.0","7.429","3203.257","70.869","114.691","46.908","2.7","2.507","","","","","1288.0","0.435","3.8","0.264","tests performed","","2963234.0","102.931","35.7","11.232","7.571","8787.58","1.8","341.01","7.11","1.5","52.1","94.043","","75.09"
"AUS","Oceania","Australia","2020-06-01","7221.0","19.0","13.571","102.0","-1.0","0.0","283.178","0.745","0.532","4.0","-0.039","0.0","17652.0","1472220.0","57.734","0.692","32574.0","1.277","2400.3","0.0","tests performed","62.04","25499881.0","3.202","37.9","15.504","10.129","44648.71","0.5","107.791","5.07","13.0","16.5","","","83.44"
"BHS","North America","Bahamas","2020-06-01","102.0","0.0","0.286","11.0","0.0","0.0","259.378","0.0","0.727","27.972","0.0","0.0","","","","","","","","","","81.48","393248.0","39.497","34.3","8.996","5.2","27717.847","","235.954","13.17","3.1","20.4","","","73.92"
"BWA","Africa","Botswana","2020-06-01","38.0","3.0","0.429","1.0","0.0","0.0","16.159","1.276","0.182","0.425","0.0","0.0","","","","","","","","","","61.11","2351625.0","4.044","25.8","3.941","2.242","15807.374","","237.372","4.81","5.7","34.4","","","69.59"
"AUT","Europe","Austria","2020-06-01","16733.0","2.0","27.714","668.0","0.0","3.857","1857.901","0.222","3.077","74.169","0.0","0.428","3286.0","451820.0","50.167","0.365","6640.0","0.737","239.6","0.004","tests performed","53.7","9006400.0","106.749","44.4","19.202","13.748","45436.686","0.7","145.183","6.35","28.4","30.9","","","81.54"
"AZE","Asia","Azerbaijan","2020-06-01","5662.0","168.0","198.714","68.0","5.0","2.429","558.428","16.569","19.599","6.707","0.493","0.24","","","","","","","","","","77.78","10139175.0","119.309","32.4","6.018","3.871","15847.419","","559.812","7.11","0.3","42.5","83.241","","73.0"
"BHR","Asia","Bahrain","2020-06-01","11871.0","473.0","385.714","19.0","0.0","0.714","6976.445","277.976","226.68","11.166","0.0","0.42","6355.0","323162.0","189.918","3.735","5611.0","3.298","14.5","0.069","units unclear","75.0","1701583.0","1935.907","32.4","2.372","1.387","43290.705","","151.689","16.52","5.8","37.6","","","77.29"
"BGD","Asia","Bangladesh","2020-06-01","49534.0","2381.0","1992.714","672.0","22.0","24.429","300.772","14.458","12.1","4.08","0.134","0.148","11339.0","320332.0","1.945","0.069","9606.0","0.058","4.8","0.207","tests performed","62.96","164689383.0","1265.036","27.5","5.098","3.262","3523.984","14.8","298.003","8.38","1.0","44.7","34.808","","72.59"
"BRB","North America","Barbados","2020-06-01","92.0","0.0","0.0","7.0","0.0","0.0","320.144","0.0","0.0","24.359","0.0","0.0","","","","","","","","","","78.7","287371.0","664.463","39.8","14.952","9.473","16978.068","","170.05","13.57","1.9","14.5","88.469","","79.19"
"BLR","Europe","Belarus","2020-06-01","43403.0","847.0","894.143","240.0","5.0","5.143","4593.24","89.636","94.625","25.399","0.529","0.544","12284.0","553377.0","58.563","1.3","12910.0","1.366","14.4","0.069","tests performed","16.67","9449321.0","46.858","40.3","14.799","9.788","17167.967","","443.129","5.18","10.5","46.1","","","74.79"
"BEL","Europe","Belgium","2020-06-01","58517.0","136.0","167.857","9486.0","19.0","24.857","5049.089","11.735","14.483","818.491","1.639","2.145","5438.0","906013.0","78.175","0.469","11809.0","1.019","52.6","0.019","tests performed","75.0","11589616.0","375.564","41.8","18.571","12.849","42658.576","0.2","114.898","4.29","25.1","31.4","","","81.63"
"BLZ","North America","Belize","2020-06-01","18.0","0.0","0.0","2.0","0.0","0.0","45.269","0.0","0.0","5.03","0.0","0.0","","","","","","","","","","75.93","397621.0","16.426","25.0","3.853","2.279","7824.362","","176.957","17.11","","","90.083","","74.62"
"BEN","Africa","Benin","2020-06-01","243.0","11.0","7.429","3.0","0.0","0.0","20.044","0.907","0.613","0.247","0.0","0.0","","","","","","","","","","57.41","12123198.0","99.11","18.8","3.244","1.942","2064.236","49.6","235.848","0.99","0.6","12.3","11.035","","61.77"
"BOL","South America","Bolivia","2020-06-01","10531.0","549.0","553.0","343.0","30.0","11.714","902.165","47.031","47.374","29.384","2.57","1.004","1083.0","30040.0","2.573","0.093","1038.0","0.089","1.9","0.533","tests performed","88.89","11673029.0","10.202","25.4","6.704","4.393","6885.829","7.1","204.299","6.89","","","25.383","","71.51"
"BRN","Asia","Brunei","2020-06-01","141.0","0.0","0.0","2.0","0.0","0.143","322.298","0.0","0.0","4.572","0.0","0.327","","","","","","","","","","52.78","437483.0","81.347","32.4","4.591","2.382","71809.251","","201.285","12.79","2.0","30.9","","","75.86"
"BIH","Europe","Bosnia and Herzegovina","2020-06-01","2524.0","14.0","16.857","154.0","1.0","1.143","769.321","4.267","5.138","46.94","0.305","0.348","680.0","65900.0","20.086","0.207","852.0","0.26","50.5","0.02","tests performed","54.63","3280815.0","68.496","42.5","16.569","10.711","11713.895","0.2","329.635","10.08","30.2","47.7","97.164","","77.4"
"BRA","South America","Brazil","2020-06-01","526447.0","11598.0","21649.857","29937.0","623.0","923.429","2476.705","54.564","101.853","140.841","2.931","4.344","","","","","","","","","","77.31","212559409.0","25.04","33.5","8.552","5.06","14103.452","3.4","177.961","8.11","10.1","17.9","","","75.88"
